GEP	Proportion_in_GEP	fine_celltype
Endocardial_endothelial_GEP_3	0.017	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_5	0.456	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_6	0	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_7	0	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_8	0.461	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_9	0.044	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_11	0.006	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_12	0.206	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_13	0.412	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_14	0.006	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_17	0.215	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_19	0.001	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_20	0.159	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_21	0.019	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_22	0.014	Capillary_endothelial_cells_2
Endothelial_GEP_23	0.111	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_26	0.104	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_27	0	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_28	0.002	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_31	0.004	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_32	0.022	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_34	0.1	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_37	0.003	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_42	0.046	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_1	0	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_3	0.005	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_5	0.152	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_8	0.193	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_9	0.005	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_11	0.001	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_12	0.494	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_13	0.06	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_14	0	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_17	0.346	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_20	0.101	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_21	0.005	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_22	0.003	Capillary_endothelial_cells_1
Endothelial_GEP_23	0.104	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_24	0	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_26	0.002	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_31	0.002	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_32	0.008	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_34	0.501	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_36	0.001	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_42	0.009	Capillary_endothelial_cells_1
Endocardial_endothelial_GEP_1	0	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_3	0.002	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_5	0.207	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_8	0.201	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_9	0.007	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_11	0.001	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_12	0.119	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_13	0.142	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_14	0.001	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_17	0.138	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_20	0.059	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_21	0.371	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_22	0.01	Endothelial_cell_cycling_1
Endothelial_GEP_23	0.03	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_26	0.015	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_28	0.001	Endothelial_cell_cycling_1
Endocardial_GEP_29	0.001	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_31	0.409	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_32	0.012	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_34	0.053	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_36	0.001	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_37	0.002	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_42	0.022	Endothelial_cell_cycling_1
Endocardial_endothelial_GEP_1	0.005	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_2	0.006	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_3	0.005	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_5	0.013	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_6	0.006	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_7	0.009	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_8	0.012	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_9	0.01	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_10	0.003	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_11	0.006	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_12	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_13	0.013	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_14	0.008	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_15	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_16	0.003	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_17	0.004	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_19	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_20	0.008	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_21	0.041	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_22	0.016	Endothelial_cell_cycling_2
Endothelial_GEP_23	0.004	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_24	0.001	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_26	0.012	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_27	0.006	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_28	0.001	Endothelial_cell_cycling_2
Endocardial_GEP_29	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_30	0.005	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_31	0.06	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_32	0.004	Endothelial_cell_cycling_2
Endocardial_GEP_33	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_35	0.013	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_37	0.002	Endothelial_cell_cycling_2
Endocardial_endothelial_GEP_1	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_2	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_3	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_5	0.003	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_7	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_8	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_9	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_13	0.003	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_14	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_15	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_17	0.006	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_19	0	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_21	0.004	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_22	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_24	0.004	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_26	0.011	Liver_sinusoidal_endothelial_cells
Endocardial_GEP_29	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_31	0.004	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_32	0.009	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_34	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_35	0.001	Liver_sinusoidal_endothelial_cells
Endocardial_endothelial_GEP_37	0.011	Liver_sinusoidal_endothelial_cells
Lymphatic_EC_GEP_1	0.908	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_2	0.803	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_3	0.907	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_5	0.926	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_7	0.13	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_8	0.825	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_10	0.961	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_12	0.021	Lymphatic_endothelial_cells
Lymphatic_EC_GEP_1	0.092	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_2	0.197	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_3	0.093	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_5	0.074	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_7	0.87	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_8	0.175	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_10	0.039	Lymphatic_endothelial_cell_cycling
Lymphatic_EC_GEP_12	0.979	Lymphatic_endothelial_cell_cycling
Endocardial_endothelial_GEP_1	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_3	0.007	Venous_endothelial_cells
Endocardial_endothelial_GEP_5	0.066	Venous_endothelial_cells
Endocardial_endothelial_GEP_6	0	Venous_endothelial_cells
Endocardial_endothelial_GEP_7	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_8	0.018	Venous_endothelial_cells
Endocardial_endothelial_GEP_9	0.011	Venous_endothelial_cells
Endocardial_endothelial_GEP_10	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_11	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_12	0.026	Venous_endothelial_cells
Endocardial_endothelial_GEP_13	0.01	Venous_endothelial_cells
Endocardial_endothelial_GEP_14	0.003	Venous_endothelial_cells
Endocardial_endothelial_GEP_16	0	Venous_endothelial_cells
Endocardial_endothelial_GEP_17	0.26	Venous_endothelial_cells
Endocardial_endothelial_GEP_20	0.004	Venous_endothelial_cells
Endocardial_endothelial_GEP_21	0.004	Venous_endothelial_cells
Endocardial_endothelial_GEP_22	0.003	Venous_endothelial_cells
Endothelial_GEP_23	0.008	Venous_endothelial_cells
Endocardial_endothelial_GEP_24	0.004	Venous_endothelial_cells
Endocardial_endothelial_GEP_26	0.031	Venous_endothelial_cells
Endocardial_endothelial_GEP_27	0	Venous_endothelial_cells
Endocardial_GEP_29	0.008	Venous_endothelial_cells
Endocardial_endothelial_GEP_31	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_32	0.421	Venous_endothelial_cells
Endocardial_endothelial_GEP_34	0.03	Venous_endothelial_cells
Endocardial_endothelial_GEP_35	0.001	Venous_endothelial_cells
Endocardial_endothelial_GEP_37	0.092	Venous_endothelial_cells
Endocardial_endothelial_GEP_42	0.04	Venous_endothelial_cells
Endocardial_endothelial_GEP_3	0.001	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_5	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_7	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_9	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_10	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_11	0.001	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_14	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_15	0.001	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_16	0.002	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_17	0.004	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_19	0	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_21	0.003	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_24	0.011	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_26	0.008	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_28	0.013	Pulmonary_endothelial_cells
Endocardial_GEP_29	0.004	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_30	0.002	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_31	0.003	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_32	0.077	Pulmonary_endothelial_cells
Endocardial_GEP_33	0.002	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_35	0.001	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_36	0.009	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_37	0.325	Pulmonary_endothelial_cells
Endocardial_endothelial_GEP_42	0.119	Pulmonary_endothelial_cells
Epicardial_GEP_1	0.762	Epicardial_mesothelial_ITLN1
Epicardial_GEP_2	0.836	Epicardial_mesothelial_ITLN1
Epicardial_GEP_3	0.33	Epicardial_mesothelial_ITLN1
Epicardial_GEP_4	0.837	Epicardial_mesothelial_ITLN1
Epicardial_GEP_5	0.769	Epicardial_mesothelial_ITLN1
Epicardial_GEP_6	0.903	Epicardial_mesothelial_ITLN1
Epicardial_GEP_8	0.301	Epicardial_mesothelial_ITLN1
Epicardial_GEP_9	0.1	Epicardial_mesothelial_ITLN1
Epicardial_GEP_10	0.101	Epicardial_mesothelial_ITLN1
Epicardial_GEP_11	0.786	Epicardial_mesothelial_ITLN1
Epicardial_GEP_15	0.027	Epicardial_mesothelial_ITLN1
Epicardial_GEP_17	0.158	Epicardial_mesothelial_ITLN1
Epicardial_GEP_18	0.116	Epicardial_mesothelial_ITLN1
Epicardial_GEP_21	0.026	Epicardial_mesothelial_ITLN1
Epicardial_GEP_23	0.18	Epicardial_mesothelial_ITLN1
Epicardial_GEP_25	0.082	Epicardial_mesothelial_ITLN1
Epicardial_GEP_28	0.024	Epicardial_mesothelial_ITLN1
Epicardial_GEP_1	0.108	Epicardial_mesothelial_PRG4
Epicardial_GEP_2	0.067	Epicardial_mesothelial_PRG4
Epicardial_GEP_3	0.504	Epicardial_mesothelial_PRG4
Epicardial_GEP_4	0.063	Epicardial_mesothelial_PRG4
Epicardial_GEP_5	0.052	Epicardial_mesothelial_PRG4
Epicardial_GEP_6	0.006	Epicardial_mesothelial_PRG4
Epicardial_GEP_8	0.44	Epicardial_mesothelial_PRG4
Epicardial_GEP_9	0.007	Epicardial_mesothelial_PRG4
Epicardial_GEP_10	0.05	Epicardial_mesothelial_PRG4
Epicardial_GEP_11	0.076	Epicardial_mesothelial_PRG4
Epicardial_GEP_15	0.003	Epicardial_mesothelial_PRG4
Epicardial_GEP_17	0.029	Epicardial_mesothelial_PRG4
Epicardial_GEP_18	0.023	Epicardial_mesothelial_PRG4
Epicardial_GEP_21	0.021	Epicardial_mesothelial_PRG4
Epicardial_GEP_23	0.023	Epicardial_mesothelial_PRG4
Epicardial_GEP_25	0.021	Epicardial_mesothelial_PRG4
Epicardial_GEP_28	0.012	Epicardial_mesothelial_PRG4
Epicardial_GEP_1	0.008	NA
Epicardial_GEP_2	0.007	NA
Epicardial_GEP_3	0.003	NA
Epicardial_GEP_4	0.002	NA
Epicardial_GEP_5	0.064	NA
Epicardial_GEP_6	0.004	NA
Epicardial_GEP_8	0.119	NA
Epicardial_GEP_9	0.124	NA
Epicardial_GEP_10	0.006	NA
Epicardial_GEP_11	0.038	NA
Epicardial_GEP_15	0.061	NA
Epicardial_GEP_17	0.025	NA
Epicardial_GEP_18	0.012	NA
Epicardial_GEP_21	0.036	NA
Epicardial_GEP_23	0.023	NA
Epicardial_GEP_25	0.082	NA
Epicardial_GEP_28	0.226	NA
Epicardial_GEP_1	0.037	Epicardial_derived_mesenchymal
Epicardial_GEP_2	0.048	Epicardial_derived_mesenchymal
Epicardial_GEP_3	0.058	Epicardial_derived_mesenchymal
Epicardial_GEP_4	0.03	Epicardial_derived_mesenchymal
Epicardial_GEP_5	0.039	Epicardial_derived_mesenchymal
Epicardial_GEP_6	0.05	Epicardial_derived_mesenchymal
Epicardial_GEP_8	0.095	Epicardial_derived_mesenchymal
Epicardial_GEP_9	0.035	Epicardial_derived_mesenchymal
Epicardial_GEP_10	0.048	Epicardial_derived_mesenchymal
Epicardial_GEP_11	0.032	Epicardial_derived_mesenchymal
Epicardial_GEP_15	0.857	Epicardial_derived_mesenchymal
Epicardial_GEP_17	0.072	Epicardial_derived_mesenchymal
Epicardial_GEP_18	0.723	Epicardial_derived_mesenchymal
Epicardial_GEP_21	0.708	Epicardial_derived_mesenchymal
Epicardial_GEP_23	0.531	Epicardial_derived_mesenchymal
Epicardial_GEP_25	0.041	Epicardial_derived_mesenchymal
Epicardial_GEP_28	0.679	Epicardial_derived_mesenchymal
Epicardial_GEP_1	0.026	Epicardial_migratory
Epicardial_GEP_2	0.004	Epicardial_migratory
Epicardial_GEP_3	0.045	Epicardial_migratory
Epicardial_GEP_4	0.017	Epicardial_migratory
Epicardial_GEP_5	0.019	Epicardial_migratory
Epicardial_GEP_6	0.004	Epicardial_migratory
Epicardial_GEP_8	0.011	Epicardial_migratory
Epicardial_GEP_9	0.64	Epicardial_migratory
Epicardial_GEP_10	0.12	Epicardial_migratory
Epicardial_GEP_11	0.024	Epicardial_migratory
Epicardial_GEP_15	0.003	Epicardial_migratory
Epicardial_GEP_17	0.025	Epicardial_migratory
Epicardial_GEP_18	0.017	Epicardial_migratory
Epicardial_GEP_21	0.141	Epicardial_migratory
Epicardial_GEP_23	0.148	Epicardial_migratory
Epicardial_GEP_25	0.014	Epicardial_migratory
Epicardial_GEP_28	0.024	Epicardial_migratory
Epicardial_GEP_1	0.025	Epicardial_migratory_TWIST1
Epicardial_GEP_2	0.002	Epicardial_migratory_TWIST1
Epicardial_GEP_3	0.014	Epicardial_migratory_TWIST1
Epicardial_GEP_4	0.013	Epicardial_migratory_TWIST1
Epicardial_GEP_5	0.034	Epicardial_migratory_TWIST1
Epicardial_GEP_6	0.012	Epicardial_migratory_TWIST1
Epicardial_GEP_8	0.005	Epicardial_migratory_TWIST1
Epicardial_GEP_9	0.074	Epicardial_migratory_TWIST1
Epicardial_GEP_10	0.647	Epicardial_migratory_TWIST1
Epicardial_GEP_11	0.01	Epicardial_migratory_TWIST1
Epicardial_GEP_17	0.025	Epicardial_migratory_TWIST1
Epicardial_GEP_18	0.064	Epicardial_migratory_TWIST1
Epicardial_GEP_21	0.042	Epicardial_migratory_TWIST1
Epicardial_GEP_23	0.055	Epicardial_migratory_TWIST1
Epicardial_GEP_1	0.034	Epicardial_cell_cycling
Epicardial_GEP_2	0.036	Epicardial_cell_cycling
Epicardial_GEP_3	0.046	Epicardial_cell_cycling
Epicardial_GEP_4	0.038	Epicardial_cell_cycling
Epicardial_GEP_5	0.023	Epicardial_cell_cycling
Epicardial_GEP_6	0.022	Epicardial_cell_cycling
Epicardial_GEP_8	0.029	Epicardial_cell_cycling
Epicardial_GEP_9	0.019	Epicardial_cell_cycling
Epicardial_GEP_10	0.027	Epicardial_cell_cycling
Epicardial_GEP_11	0.034	Epicardial_cell_cycling
Epicardial_GEP_15	0.048	Epicardial_cell_cycling
Epicardial_GEP_17	0.665	Epicardial_cell_cycling
Epicardial_GEP_18	0.046	Epicardial_cell_cycling
Epicardial_GEP_21	0.026	Epicardial_cell_cycling
Epicardial_GEP_23	0.039	Epicardial_cell_cycling
Epicardial_GEP_25	0.76	Epicardial_cell_cycling
Epicardial_GEP_28	0.036	Epicardial_cell_cycling
FB_GEP_1	0.157	Fibroblasts_cell_cycling
FB_GEP_2	0.116	Fibroblasts_cell_cycling
FB_GEP_3	0.065	Fibroblasts_cell_cycling
FB_GEP_5	0.171	Fibroblasts_cell_cycling
FB_GEP_6	0.104	Fibroblasts_cell_cycling
FB_GEP_7	0.114	Fibroblasts_cell_cycling
FB_GEP_8	0.04	Fibroblasts_cell_cycling
FB_GEP_9	0.042	Fibroblasts_cell_cycling
FB_GEP_10	0.06	Fibroblasts_cell_cycling
FB_GEP_11	0.037	Fibroblasts_cell_cycling
FB_GEP_12	0.175	Fibroblasts_cell_cycling
FB_GEP_13	0.142	Fibroblasts_cell_cycling
FB_GEP_14	0.149	Fibroblasts_cell_cycling
FB_GEP_15	0.733	Fibroblasts_cell_cycling
FB_GEP_16	0.046	Fibroblasts_cell_cycling
FB_GEP_17	0.48	Fibroblasts_cell_cycling
FB_GEP_18	0.015	Fibroblasts_cell_cycling
FB_GEP_19	0.022	Fibroblasts_cell_cycling
FB_GEP_20	0.824	Fibroblasts_cell_cycling
FB_GEP_21	0.065	Fibroblasts_cell_cycling
FB_GEP_22	0.019	Fibroblasts_cell_cycling
FB_GEP_23	0.09	Fibroblasts_cell_cycling
FB_GEP_24	0.012	Fibroblasts_cell_cycling
FB_GEP_25	0.073	Fibroblasts_cell_cycling
FB_GEP_26	0.17	Fibroblasts_cell_cycling
VIC_GEP_27	0.09	Fibroblasts_cell_cycling
FB_GEP_33	0.004	Fibroblasts_cell_cycling
ImmuneCells_GEP_1	0.001	B_cells
ImmuneCells_GEP_2	0	B_cells
ImmuneCells_GEP_3	0.004	B_cells
ImmuneCells_GEP_4	0	B_cells
ImmuneCells_GEP_5	0.001	B_cells
ImmuneCells_GEP_6	0.006	B_cells
ImmuneCells_GEP_7	0.007	B_cells
ImmuneCells_GEP_8	0	B_cells
ImmuneCells_GEP_9	0.011	B_cells
ImmuneCells_GEP_11	0.004	B_cells
ImmuneCells_GEP_12	0.012	B_cells
ImmuneCells_GEP_14	0.022	B_cells
ImmuneCells_GEP_15	0.008	B_cells
ImmuneCells_GEP_17	0.003	B_cells
ImmuneCells_GEP_18	0.003	B_cells
ImmuneCells_GEP_19	0.002	B_cells
ImmuneCells_GEP_20	0.985	B_cells
ImmuneCells_GEP_22	0.01	B_cells
ImmuneCells_GEP_24	0.967	B_cells
ImmuneCells_GEP_25	0.109	B_cells
ImmuneCells_GEP_26	0.013	B_cells
ImmuneCells_GEP_28	0.032	B_cells
ImmuneCells_GEP_29	0.003	B_cells
ImmuneCells_GEP_32	0.022	B_cells
ImmuneCells_GEP_34	0.017	B_cells
ImmuneCells_GEP_37	0.006	B_cells
ImmuneCells_GEP_38	0.074	B_cells
ImmuneCells_GEP_1	0	Mast_cells
ImmuneCells_GEP_2	0	Mast_cells
ImmuneCells_GEP_3	0.001	Mast_cells
ImmuneCells_GEP_4	0	Mast_cells
ImmuneCells_GEP_6	0.005	Mast_cells
ImmuneCells_GEP_7	0.001	Mast_cells
ImmuneCells_GEP_8	0	Mast_cells
ImmuneCells_GEP_11	0.003	Mast_cells
ImmuneCells_GEP_12	0.004	Mast_cells
ImmuneCells_GEP_13	0.002	Mast_cells
ImmuneCells_GEP_14	0.003	Mast_cells
ImmuneCells_GEP_15	0.005	Mast_cells
ImmuneCells_GEP_16	0.002	Mast_cells
ImmuneCells_GEP_17	0.002	Mast_cells
ImmuneCells_GEP_18	0.007	Mast_cells
ImmuneCells_GEP_20	0.002	Mast_cells
ImmuneCells_GEP_24	0.008	Mast_cells
ImmuneCells_GEP_25	0.271	Mast_cells
ImmuneCells_GEP_26	0.009	Mast_cells
ImmuneCells_GEP_27	0.983	Mast_cells
ImmuneCells_GEP_32	0.011	Mast_cells
ImmuneCells_GEP_34	0.949	Mast_cells
ImmuneCells_GEP_37	0.682	Mast_cells
ImmuneCells_GEP_38	0.37	Mast_cells
ImmuneCells_GEP_1	0.779	Macrophages_1
ImmuneCells_GEP_2	0.001	Macrophages_1
ImmuneCells_GEP_3	0.001	Macrophages_1
ImmuneCells_GEP_4	0	Macrophages_1
ImmuneCells_GEP_5	0.001	Macrophages_1
ImmuneCells_GEP_6	0.031	Macrophages_1
ImmuneCells_GEP_7	0.84	Macrophages_1
ImmuneCells_GEP_8	0.605	Macrophages_1
ImmuneCells_GEP_9	0.846	Macrophages_1
ImmuneCells_GEP_11	0.001	Macrophages_1
ImmuneCells_GEP_12	0.004	Macrophages_1
ImmuneCells_GEP_13	0.679	Macrophages_1
ImmuneCells_GEP_14	0.006	Macrophages_1
ImmuneCells_GEP_15	0.003	Macrophages_1
ImmuneCells_GEP_16	0.711	Macrophages_1
ImmuneCells_GEP_17	0.833	Macrophages_1
ImmuneCells_GEP_18	0.291	Macrophages_1
ImmuneCells_GEP_19	0.004	Macrophages_1
ImmuneCells_GEP_22	0.268	Macrophages_1
ImmuneCells_GEP_24	0.003	Macrophages_1
ImmuneCells_GEP_25	0.037	Macrophages_1
ImmuneCells_GEP_26	0.004	Macrophages_1
ImmuneCells_GEP_28	0.023	Macrophages_1
ImmuneCells_GEP_29	0.008	Macrophages_1
ImmuneCells_GEP_32	0.033	Macrophages_1
ImmuneCells_GEP_34	0.017	Macrophages_1
ImmuneCells_GEP_37	0.083	Macrophages_1
ImmuneCells_GEP_38	0.222	Macrophages_1
ImmuneCells_GEP_1	0.058	Macrophages_2
ImmuneCells_GEP_3	0	Macrophages_2
ImmuneCells_GEP_6	0.002	Macrophages_2
ImmuneCells_GEP_7	0.038	Macrophages_2
ImmuneCells_GEP_8	0.103	Macrophages_2
ImmuneCells_GEP_9	0.101	Macrophages_2
ImmuneCells_GEP_12	0.001	Macrophages_2
ImmuneCells_GEP_13	0.168	Macrophages_2
ImmuneCells_GEP_15	0.001	Macrophages_2
ImmuneCells_GEP_16	0.13	Macrophages_2
ImmuneCells_GEP_17	0.058	Macrophages_2
ImmuneCells_GEP_18	0.648	Macrophages_2
ImmuneCells_GEP_20	0.002	Macrophages_2
ImmuneCells_GEP_22	0.57	Macrophages_2
ImmuneCells_GEP_24	0.003	Macrophages_2
ImmuneCells_GEP_25	0.002	Macrophages_2
ImmuneCells_GEP_28	0.005	Macrophages_2
ImmuneCells_GEP_32	0.846	Macrophages_2
ImmuneCells_GEP_37	0.025	Macrophages_2
ImmuneCells_GEP_38	0.012	Macrophages_2
ImmuneCells_GEP_1	0.056	Macrophages_cell_cycling
ImmuneCells_GEP_2	0	Macrophages_cell_cycling
ImmuneCells_GEP_3	0	Macrophages_cell_cycling
ImmuneCells_GEP_6	0.033	Macrophages_cell_cycling
ImmuneCells_GEP_7	0.08	Macrophages_cell_cycling
ImmuneCells_GEP_8	0.024	Macrophages_cell_cycling
ImmuneCells_GEP_9	0.033	Macrophages_cell_cycling
ImmuneCells_GEP_12	0.041	Macrophages_cell_cycling
ImmuneCells_GEP_13	0.042	Macrophages_cell_cycling
ImmuneCells_GEP_16	0.034	Macrophages_cell_cycling
ImmuneCells_GEP_17	0.031	Macrophages_cell_cycling
ImmuneCells_GEP_18	0.007	Macrophages_cell_cycling
ImmuneCells_GEP_22	0.031	Macrophages_cell_cycling
ImmuneCells_GEP_25	0.002	Macrophages_cell_cycling
ImmuneCells_GEP_32	0.022	Macrophages_cell_cycling
ImmuneCells_GEP_37	0.006	Macrophages_cell_cycling
ImmuneCells_GEP_1	0	NK_cells
ImmuneCells_GEP_2	0.003	NK_cells
ImmuneCells_GEP_3	0.002	NK_cells
ImmuneCells_GEP_4	0.001	NK_cells
ImmuneCells_GEP_5	0.001	NK_cells
